-1,7.71713e-21
-0.997998,1.01095e-20
-0.995996,1.32329e-20
-0.993994,1.73075e-20
-0.991992,2.26184e-20
-0.98999,2.95355e-20
-0.987988,3.8537e-20
-0.985986,5.02415e-20
-0.983984,6.54485e-20
-0.981982,8.51899e-20
-0.97998,1.10797e-19
-0.977978,1.43986e-19
-0.975976,1.86967e-19
-0.973974,2.42584e-19
-0.971972,3.14493e-19
-0.96997,4.0739e-19
-0.967968,5.27306e-19
-0.965966,6.81972e-19
-0.963964,8.81296e-19
-0.961962,1.13797e-18
-0.95996,1.46821e-18
-0.957958,1.89278e-18
-0.955956,2.43817e-18
-0.953954,3.13818e-18
-0.951952,4.03594e-18
-0.94995,5.18638e-18
-0.947948,6.65939e-18
-0.945946,8.54392e-18
-0.943944,1.0953e-17
-0.941942,1.403e-17
-0.93994,1.79571e-17
-0.937938,2.2965e-17
-0.935936,2.93459e-17
-0.933934,3.74698e-17
-0.931932,4.78043e-17
-0.92993,6.09402e-17
-0.927928,7.76235e-17
-0.925926,9.87949e-17
-0.923924,1.2564e-16
-0.921922,1.59651e-16
-0.91992,2.02707e-16
-0.917918,2.57169e-16
-0.915916,3.26001e-16
-0.913914,4.12925e-16
-0.911912,5.22607e-16
-0.90991,6.60893e-16
-0.907908,8.35101e-16
-0.905906,1.05438e-15
-0.903904,1.33018e-15
-0.901902,1.67677e-15
-0.8999,2.11198e-15
-0.897898,2.65801e-15
-0.895896,3.34254e-15
-0.893894,4.19998e-15
-0.891892,5.27315e-15
-0.88989,6.61523e-15
-0.887888,8.29224e-15
-0.885886,1.0386e-14
-0.883884,1.29981e-14
-0.881882,1.62541e-14
-0.87988,2.03094e-14
-0.877878,2.53561e-14
-0.875876,3.16316e-14
-0.873874,3.94285e-14
-0.871872,4.9108e-14
-0.86987,6.11147e-14
-0.867868,7.59961e-14
-0.865866,9.44253e-14
-0.863864,1.1723e-13
-0.861862,1.45425e-13
-0.85986,1.80257e-13
-0.857858,2.23252e-13
-0.855856,2.76282e-13
-0.853854,3.41634e-13
-0.851852,4.22106e-13
-0.84985,5.21115e-13
-0.847848,6.42832e-13
-0.845846,7.92343e-13
-0.843844,9.75846e-13
-0.841842,1.20088e-12
-0.83984,1.47663e-12
-0.837838,1.81424e-12
-0.835836,2.22726e-12
-0.833834,2.73211e-12
-0.831832,3.34871e-12
-0.82983,4.10117e-12
-0.827828,5.01869e-12
-0.825826,6.13656e-12
-0.823824,7.49742e-12
-0.821822,9.15272e-12
-0.81982,1.11645e-11
-0.817818,1.36076e-11
-0.815816,1.6572e-11
-0.813814,2.01661e-11
-0.811812,2.452e-11
-0.80981,2.97899e-11
-0.807808,3.61635e-11
-0.805806,4.38656e-11
-0.803804,5.31654e-11
-0.801802,6.43852e-11
-0.7998,7.79103e-11
-0.797798,9.4201e-11
-0.795796,1.13807e-10
-0.793794,1.37383e-10
-0.791792,1.6571e-10
-0.78979,1.99718e-10
-0.787788,2.40512e-10
-0.785786,2.89407e-10
-0.783784,3.47963e-10
-0.781782,4.18031e-10
-0.77978,5.01807e-10
-0.777778,6.01888e-10
-0.775776,7.21352e-10
-0.773774,8.63834e-10
-0.771772,1.03363e-09
-0.76977,1.23581e-09
-0.767768,1.47636e-09
-0.765766,1.76231e-09
-0.763764,2.10196e-09
-0.761762,2.50506e-09
-0.75976,2.98308e-09
-0.757758,3.54947e-09
-0.755756,4.22e-09
-0.753754,5.0132e-09
-0.751752,5.95071e-09
-0.74975,7.05788e-09
-0.747748,8.36434e-09
